"","region","category","language","type","count"
"574","Vancouver","Non-Official & Non-Aboriginal languages","Chaldean Neo-Aramaic","most_at_home",305
"575","Vancouver","Non-Official & Non-Aboriginal languages","Chaldean Neo-Aramaic","most_at_work",0
"576","Vancouver","Non-Official & Non-Aboriginal languages","Chaldean Neo-Aramaic","lang_known",550
"577","Toronto","Aboriginal languages","Chilcotin","mother_tongue",0
"578","Toronto","Aboriginal languages","Chilcotin","most_at_home",0
"579","Toronto","Aboriginal languages","Chilcotin","most_at_work",0
"580","Toronto","Aboriginal languages","Chilcotin","lang_known",0
"581","Calgary","Aboriginal languages","Chilcotin","mother_tongue",0
"582","Calgary","Aboriginal languages","Chilcotin","most_at_home",0
"583","Calgary","Aboriginal languages","Chilcotin","most_at_work",0
"584","Calgary","Aboriginal languages","Chilcotin","lang_known",10
"585","Edmonton","Aboriginal languages","Chilcotin","mother_tongue",5
"586","Edmonton","Aboriginal languages","Chilcotin","most_at_home",0
"587","Edmonton","Aboriginal languages","Chilcotin","most_at_work",0
"588","Edmonton","Aboriginal languages","Chilcotin","lang_known",10
"589","Vancouver","Aboriginal languages","Chilcotin","mother_tongue",25
"590","Vancouver","Aboriginal languages","Chilcotin","most_at_home",0
"591","Vancouver","Aboriginal languages","Chilcotin","most_at_work",0
"592","Vancouver","Aboriginal languages","Chilcotin","lang_known",0
"593","Toronto","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","mother_tongue",190
"594","Toronto","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","most_at_home",85
"595","Toronto","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","most_at_work",0
"596","Toronto","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","lang_known",135
"597","Calgary","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","mother_tongue",10
"598","Calgary","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","most_at_home",5
"599","Calgary","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","most_at_work",0
"600","Calgary","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","lang_known",15
"601","Edmonton","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","mother_tongue",25
"602","Edmonton","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","most_at_home",10
"603","Edmonton","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","most_at_work",0
"604","Edmonton","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","lang_known",45
"605","Vancouver","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","mother_tongue",195
"606","Vancouver","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","most_at_home",105
"607","Vancouver","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","most_at_work",0
"608","Vancouver","Non-Official & Non-Aboriginal languages","Chinese languages, n.i.e.","lang_known",195
"609","Toronto","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","mother_tongue",11080
"610","Toronto","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","most_at_home",6885
"611","Toronto","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","most_at_work",915
"612","Toronto","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","lang_known",11470
"613","Calgary","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","mother_tongue",2485
"614","Calgary","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","most_at_home",1605
"615","Calgary","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","most_at_work",125
"616","Calgary","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","lang_known",3105
"617","Edmonton","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","mother_tongue",2370
"618","Edmonton","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","most_at_home",1440
"619","Edmonton","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","most_at_work",95
"620","Edmonton","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","lang_known",2410
"621","Vancouver","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","mother_tongue",8485
"622","Vancouver","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","most_at_home",5045
"623","Vancouver","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","most_at_work",845
"624","Vancouver","Non-Official & Non-Aboriginal languages","Chinese, n.o.s.","lang_known",8745
"625","Toronto","Aboriginal languages","Comox","mother_tongue",0
"626","Toronto","Aboriginal languages","Comox","most_at_home",0
"627","Toronto","Aboriginal languages","Comox","most_at_work",0
"628","Toronto","Aboriginal languages","Comox","lang_known",0
"629","Calgary","Aboriginal languages","Comox","mother_tongue",0
"630","Calgary","Aboriginal languages","Comox","most_at_home",0
"631","Calgary","Aboriginal languages","Comox","most_at_work",0
"632","Calgary","Aboriginal languages","Comox","lang_known",0
"633","Edmonton","Aboriginal languages","Comox","mother_tongue",0
"634","Edmonton","Aboriginal languages","Comox","most_at_home",0
"635","Edmonton","Aboriginal languages","Comox","most_at_work",0
"636","Edmonton","Aboriginal languages","Comox","lang_known",0
"637","Vancouver","Aboriginal languages","Comox","mother_tongue",0
"638","Vancouver","Aboriginal languages","Comox","most_at_home",0
"639","Vancouver","Aboriginal languages","Comox","most_at_work",0
"640","Vancouver","Aboriginal languages","Comox","lang_known",20
"641","Toronto","Aboriginal languages","Cree, n.o.s.","mother_tongue",55
"642","Toronto","Aboriginal languages","Cree, n.o.s.","most_at_home",10
"643","Toronto","Aboriginal languages","Cree, n.o.s.","most_at_work",0
"644","Toronto","Aboriginal languages","Cree, n.o.s.","lang_known",95
"645","Calgary","Aboriginal languages","Cree, n.o.s.","mother_tongue",140
"646","Calgary","Aboriginal languages","Cree, n.o.s.","most_at_home",60
"647","Calgary","Aboriginal languages","Cree, n.o.s.","most_at_work",0
"648","Calgary","Aboriginal languages","Cree, n.o.s.","lang_known",255
"649","Edmonton","Aboriginal languages","Cree, n.o.s.","mother_tongue",1455
"650","Edmonton","Aboriginal languages","Cree, n.o.s.","most_at_home",330
"651","Edmonton","Aboriginal languages","Cree, n.o.s.","most_at_work",10
"652","Edmonton","Aboriginal languages","Cree, n.o.s.","lang_known",2725
"653","Vancouver","Aboriginal languages","Cree, n.o.s.","mother_tongue",145
"654","Vancouver","Aboriginal languages","Cree, n.o.s.","most_at_home",15
"655","Vancouver","Aboriginal languages","Cree, n.o.s.","most_at_work",10
"656","Vancouver","Aboriginal languages","Cree, n.o.s.","lang_known",185
"657","Toronto","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","mother_tongue",1920
"658","Toronto","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","most_at_home",775
"659","Toronto","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","most_at_work",10
"660","Toronto","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","lang_known",7130
"661","Calgary","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","mother_tongue",180
"662","Calgary","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","most_at_home",65
"663","Calgary","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","most_at_work",0
"664","Calgary","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","lang_known",605
"665","Edmonton","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","mother_tongue",345
"666","Edmonton","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","most_at_home",145
"667","Edmonton","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","most_at_work",0
"668","Edmonton","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","lang_known",770
"669","Vancouver","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","mother_tongue",225
"670","Vancouver","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","most_at_home",75
"671","Vancouver","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","most_at_work",0
"672","Vancouver","Non-Official & Non-Aboriginal languages","Creole languages, n.i.e.","lang_known",750
"673","Toronto","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","mother_tongue",3380
"674","Toronto","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","most_at_home",1950
"675","Toronto","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","most_at_work",20
"676","Toronto","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","lang_known",9125
"677","Calgary","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","mother_tongue",430
"678","Calgary","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","most_at_home",220
"679","Calgary","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","most_at_work",0
"680","Calgary","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","lang_known",1115
"681","Edmonton","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","mother_tongue",615
"682","Edmonton","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","most_at_home",380
"683","Edmonton","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","most_at_work",0
"684","Edmonton","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","lang_known",1290
"685","Vancouver","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","mother_tongue",365
"686","Vancouver","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","most_at_home",205
"687","Vancouver","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","most_at_work",0
"688","Vancouver","Non-Official & Non-Aboriginal languages","Creole, n.o.s.","lang_known",1025
"689","Toronto","Non-Official & Non-Aboriginal languages","Croatian","mother_tongue",16525
"690","Toronto","Non-Official & Non-Aboriginal languages","Croatian","most_at_home",5945
"691","Toronto","Non-Official & Non-Aboriginal languages","Croatian","most_at_work",90
"692","Toronto","Non-Official & Non-Aboriginal languages","Croatian","lang_known",23785
"693","Calgary","Non-Official & Non-Aboriginal languages","Croatian","mother_tongue",2100
"694","Calgary","Non-Official & Non-Aboriginal languages","Croatian","most_at_home",745
"695","Calgary","Non-Official & Non-Aboriginal languages","Croatian","most_at_work",15
"696","Calgary","Non-Official & Non-Aboriginal languages","Croatian","lang_known",2770
"697","Edmonton","Non-Official & Non-Aboriginal languages","Croatian","mother_tongue",2010
"698","Edmonton","Non-Official & Non-Aboriginal languages","Croatian","most_at_home",895
"699","Edmonton","Non-Official & Non-Aboriginal languages","Croatian","most_at_work",0
"700","Edmonton","Non-Official & Non-Aboriginal languages","Croatian","lang_known",2815
"701","Vancouver","Non-Official & Non-Aboriginal languages","Croatian","mother_tongue",5465
"702","Vancouver","Non-Official & Non-Aboriginal languages","Croatian","most_at_home",1795
"703","Vancouver","Non-Official & Non-Aboriginal languages","Croatian","most_at_work",30
"704","Vancouver","Non-Official & Non-Aboriginal languages","Croatian","lang_known",7995
"705","Toronto","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","mother_tongue",65
"706","Toronto","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","most_at_home",30
"707","Toronto","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","most_at_work",0
"708","Toronto","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","lang_known",85
"709","Calgary","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","mother_tongue",10
"710","Calgary","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","most_at_home",5
"711","Calgary","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","most_at_work",0
"712","Calgary","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","lang_known",30
"713","Edmonton","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","mother_tongue",25
"714","Edmonton","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","most_at_home",10
"715","Edmonton","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","most_at_work",0
"716","Edmonton","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","lang_known",35
"717","Vancouver","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","mother_tongue",10
"718","Vancouver","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","most_at_home",5
"719","Vancouver","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","most_at_work",0
"720","Vancouver","Non-Official & Non-Aboriginal languages","Cushitic languages, n.i.e.","lang_known",0
"721","Toronto","Non-Official & Non-Aboriginal languages","Czech","mother_tongue",4790
"722","Toronto","Non-Official & Non-Aboriginal languages","Czech","most_at_home",1415
"723","Toronto","Non-Official & Non-Aboriginal languages","Czech","most_at_work",10
"724","Toronto","Non-Official & Non-Aboriginal languages","Czech","lang_known",6300
"725","Calgary","Non-Official & Non-Aboriginal languages","Czech","mother_tongue",1500
"726","Calgary","Non-Official & Non-Aboriginal languages","Czech","most_at_home",425
"727","Calgary","Non-Official & Non-Aboriginal languages","Czech","most_at_work",0
"728","Calgary","Non-Official & Non-Aboriginal languages","Czech","lang_known",1795
"729","Edmonton","Non-Official & Non-Aboriginal languages","Czech","mother_tongue",895
"730","Edmonton","Non-Official & Non-Aboriginal languages","Czech","most_at_home",255
"731","Edmonton","Non-Official & Non-Aboriginal languages","Czech","most_at_work",0
"732","Edmonton","Non-Official & Non-Aboriginal languages","Czech","lang_known",1050
"733","Vancouver","Non-Official & Non-Aboriginal languages","Czech","mother_tongue",3565
"734","Vancouver","Non-Official & Non-Aboriginal languages","Czech","most_at_home",1030
"735","Vancouver","Non-Official & Non-Aboriginal languages","Czech","most_at_work",20
"736","Vancouver","Non-Official & Non-Aboriginal languages","Czech","lang_known",4575
"737","Toronto","Aboriginal languages","Dakota","mother_tongue",0
"738","Toronto","Aboriginal languages","Dakota","most_at_home",5
"739","Toronto","Aboriginal languages","Dakota","most_at_work",0
"740","Toronto","Aboriginal languages","Dakota","lang_known",0
"741","Calgary","Aboriginal languages","Dakota","mother_tongue",25
"742","Calgary","Aboriginal languages","Dakota","most_at_home",10
"743","Calgary","Aboriginal languages","Dakota","most_at_work",0
"744","Calgary","Aboriginal languages","Dakota","lang_known",60
"745","Edmonton","Aboriginal languages","Dakota","mother_tongue",65
"746","Edmonton","Aboriginal languages","Dakota","most_at_home",20
"747","Edmonton","Aboriginal languages","Dakota","most_at_work",0
"748","Edmonton","Aboriginal languages","Dakota","lang_known",130
"749","Vancouver","Aboriginal languages","Dakota","mother_tongue",20
"750","Vancouver","Aboriginal languages","Dakota","most_at_home",10
"751","Vancouver","Aboriginal languages","Dakota","most_at_work",0
"752","Vancouver","Aboriginal languages","Dakota","lang_known",20
"753","Toronto","Non-Official & Non-Aboriginal languages","Danish","mother_tongue",1570
"754","Toronto","Non-Official & Non-Aboriginal languages","Danish","most_at_home",140
"755","Toronto","Non-Official & Non-Aboriginal languages","Danish","most_at_work",15
"756","Toronto","Non-Official & Non-Aboriginal languages","Danish","lang_known",2125
"757","Calgary","Non-Official & Non-Aboriginal languages","Danish","mother_tongue",860
"758","Calgary","Non-Official & Non-Aboriginal languages","Danish","most_at_home",70
"759","Calgary","Non-Official & Non-Aboriginal languages","Danish","most_at_work",0
"760","Calgary","Non-Official & Non-Aboriginal languages","Danish","lang_known",1060
"761","Edmonton","Non-Official & Non-Aboriginal languages","Danish","mother_tongue",745
"762","Edmonton","Non-Official & Non-Aboriginal languages","Danish","most_at_home",45
"763","Edmonton","Non-Official & Non-Aboriginal languages","Danish","most_at_work",0
"764","Edmonton","Non-Official & Non-Aboriginal languages","Danish","lang_known",780
"765","Vancouver","Non-Official & Non-Aboriginal languages","Danish","mother_tongue",2070
"766","Vancouver","Non-Official & Non-Aboriginal languages","Danish","most_at_home",180
"767","Vancouver","Non-Official & Non-Aboriginal languages","Danish","most_at_work",10
"768","Vancouver","Non-Official & Non-Aboriginal languages","Danish","lang_known",2460
"769","Toronto","Aboriginal languages","Dene","mother_tongue",10
"770","Toronto","Aboriginal languages","Dene","most_at_home",0
"771","Toronto","Aboriginal languages","Dene","most_at_work",0
"772","Toronto","Aboriginal languages","Dene","lang_known",10
"773","Calgary","Aboriginal languages","Dene","mother_tongue",20
"774","Calgary","Aboriginal languages","Dene","most_at_home",10
"775","Calgary","Aboriginal languages","Dene","most_at_work",0
"776","Calgary","Aboriginal languages","Dene","lang_known",25
"777","Edmonton","Aboriginal languages","Dene","mother_tongue",145
"778","Edmonton","Aboriginal languages","Dene","most_at_home",10
"779","Edmonton","Aboriginal languages","Dene","most_at_work",0
"780","Edmonton","Aboriginal languages","Dene","lang_known",215
"781","Vancouver","Aboriginal languages","Dene","mother_tongue",20
"782","Vancouver","Aboriginal languages","Dene","most_at_home",10
"783","Vancouver","Aboriginal languages","Dene","most_at_work",0
"784","Vancouver","Aboriginal languages","Dene","lang_known",10
"785","Toronto","Non-Official & Non-Aboriginal languages","Dinka","mother_tongue",45
"786","Toronto","Non-Official & Non-Aboriginal languages","Dinka","most_at_home",10
"787","Toronto","Non-Official & Non-Aboriginal languages","Dinka","most_at_work",0
"788","Toronto","Non-Official & Non-Aboriginal languages","Dinka","lang_known",85
"789","Calgary","Non-Official & Non-Aboriginal languages","Dinka","mother_tongue",725
"790","Calgary","Non-Official & Non-Aboriginal languages","Dinka","most_at_home",445
"791","Calgary","Non-Official & Non-Aboriginal languages","Dinka","most_at_work",0
"792","Calgary","Non-Official & Non-Aboriginal languages","Dinka","lang_known",785
"793","Edmonton","Non-Official & Non-Aboriginal languages","Dinka","mother_tongue",335
"794","Edmonton","Non-Official & Non-Aboriginal languages","Dinka","most_at_home",205
"795","Edmonton","Non-Official & Non-Aboriginal languages","Dinka","most_at_work",0
"796","Edmonton","Non-Official & Non-Aboriginal languages","Dinka","lang_known",570
"797","Vancouver","Non-Official & Non-Aboriginal languages","Dinka","mother_tongue",80
"798","Vancouver","Non-Official & Non-Aboriginal languages","Dinka","most_at_home",40
"799","Vancouver","Non-Official & Non-Aboriginal languages","Dinka","most_at_work",0
"800","Vancouver","Non-Official & Non-Aboriginal languages","Dinka","lang_known",45
"801","Toronto","Aboriginal languages","Dogrib (Tlicho)","mother_tongue",5
"802","Toronto","Aboriginal languages","Dogrib (Tlicho)","most_at_home",0
"803","Toronto","Aboriginal languages","Dogrib (Tlicho)","most_at_work",0
"804","Toronto","Aboriginal languages","Dogrib (Tlicho)","lang_known",0
"805","Calgary","Aboriginal languages","Dogrib (Tlicho)","mother_tongue",0
"806","Calgary","Aboriginal languages","Dogrib (Tlicho)","most_at_home",0
"807","Calgary","Aboriginal languages","Dogrib (Tlicho)","most_at_work",0
"808","Calgary","Aboriginal languages","Dogrib (Tlicho)","lang_known",10
"809","Edmonton","Aboriginal languages","Dogrib (Tlicho)","mother_tongue",20
"810","Edmonton","Aboriginal languages","Dogrib (Tlicho)","most_at_home",0
"811","Edmonton","Aboriginal languages","Dogrib (Tlicho)","most_at_work",0
"812","Edmonton","Aboriginal languages","Dogrib (Tlicho)","lang_known",40
"813","Vancouver","Aboriginal languages","Dogrib (Tlicho)","mother_tongue",0
"814","Vancouver","Aboriginal languages","Dogrib (Tlicho)","most_at_home",0
"815","Vancouver","Aboriginal languages","Dogrib (Tlicho)","most_at_work",0
"816","Vancouver","Aboriginal languages","Dogrib (Tlicho)","lang_known",0
"817","Toronto","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","mother_tongue",270
"818","Toronto","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","most_at_home",95
"819","Toronto","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","most_at_work",0
"820","Toronto","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","lang_known",440
"821","Calgary","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","mother_tongue",30
"822","Calgary","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","most_at_home",20
"823","Calgary","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","most_at_work",0
"824","Calgary","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","lang_known",80
"825","Edmonton","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","mother_tongue",25
"826","Edmonton","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","most_at_home",10
"827","Edmonton","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","most_at_work",0
"828","Edmonton","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","lang_known",65
"829","Vancouver","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","mother_tongue",45
"830","Vancouver","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","most_at_home",15
"831","Vancouver","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","most_at_work",0
"832","Vancouver","Non-Official & Non-Aboriginal languages","Dravidian languages, n.i.e.","lang_known",65
"833","Toronto","Non-Official & Non-Aboriginal languages","Dutch","mother_tongue",8585
"834","Toronto","Non-Official & Non-Aboriginal languages","Dutch","most_at_home",650
"835","Toronto","Non-Official & Non-Aboriginal languages","Dutch","most_at_work",65
"836","Toronto","Non-Official & Non-Aboriginal languages","Dutch","lang_known",11650
"837","Calgary","Non-Official & Non-Aboriginal languages","Dutch","mother_tongue",4045
"838","Calgary","Non-Official & Non-Aboriginal languages","Dutch","most_at_home",490
"839","Calgary","Non-Official & Non-Aboriginal languages","Dutch","most_at_work",0
"840","Calgary","Non-Official & Non-Aboriginal languages","Dutch","lang_known",4945
"841","Edmonton","Non-Official & Non-Aboriginal languages","Dutch","mother_tongue",4100
"842","Edmonton","Non-Official & Non-Aboriginal languages","Dutch","most_at_home",275
"843","Edmonton","Non-Official & Non-Aboriginal languages","Dutch","most_at_work",20
"844","Edmonton","Non-Official & Non-Aboriginal languages","Dutch","lang_known",4835
"845","Vancouver","Non-Official & Non-Aboriginal languages","Dutch","mother_tongue",7455
"846","Vancouver","Non-Official & Non-Aboriginal languages","Dutch","most_at_home",690
"847","Vancouver","Non-Official & Non-Aboriginal languages","Dutch","most_at_work",70
"848","Vancouver","Non-Official & Non-Aboriginal languages","Dutch","lang_known",9200
"849","Toronto","Non-Official & Non-Aboriginal languages","Edo","mother_tongue",1020
"850","Toronto","Non-Official & Non-Aboriginal languages","Edo","most_at_home",290
"851","Toronto","Non-Official & Non-Aboriginal languages","Edo","most_at_work",0
"852","Toronto","Non-Official & Non-Aboriginal languages","Edo","lang_known",1895
"853","Calgary","Non-Official & Non-Aboriginal languages","Edo","mother_tongue",105
"854","Calgary","Non-Official & Non-Aboriginal languages","Edo","most_at_home",25
"855","Calgary","Non-Official & Non-Aboriginal languages","Edo","most_at_work",0
"856","Calgary","Non-Official & Non-Aboriginal languages","Edo","lang_known",240
"857","Edmonton","Non-Official & Non-Aboriginal languages","Edo","mother_tongue",140
"858","Edmonton","Non-Official & Non-Aboriginal languages","Edo","most_at_home",35
"859","Edmonton","Non-Official & Non-Aboriginal languages","Edo","most_at_work",0
"860","Edmonton","Non-Official & Non-Aboriginal languages","Edo","lang_known",285
"861","Vancouver","Non-Official & Non-Aboriginal languages","Edo","mother_tongue",80
"862","Vancouver","Non-Official & Non-Aboriginal languages","Edo","most_at_home",15
"863","Vancouver","Non-Official & Non-Aboriginal languages","Edo","most_at_work",0
"864","Vancouver","Non-Official & Non-Aboriginal languages","Edo","lang_known",120
"865","Toronto","Official languages","English","mother_tongue",3061820
"866","Toronto","Official languages","English","most_at_home",3836770
"867","Toronto","Official languages","English","most_at_work",3218725
"868","Toronto","Official languages","English","lang_known",5600480
"869","Calgary","Official languages","English","mother_tongue",937055
"870","Calgary","Official languages","English","most_at_home",1065070
"871","Calgary","Official languages","English","most_at_work",844740
"872","Calgary","Official languages","English","lang_known",1343335
"873","Edmonton","Official languages","English","mother_tongue",930405
"874","Edmonton","Official languages","English","most_at_home",1050410
"875","Edmonton","Official languages","English","most_at_work",792700
"876","Edmonton","Official languages","English","lang_known",1275265
"877","Vancouver","Official languages","English","mother_tongue",1316635
"878","Vancouver","Official languages","English","most_at_home",1622735
"879","Vancouver","Official languages","English","most_at_work",1330555
"880","Vancouver","Official languages","English","lang_known",2289515
"881","Toronto","Non-Official & Non-Aboriginal languages","Estonian","mother_tongue",2690
"882","Toronto","Non-Official & Non-Aboriginal languages","Estonian","most_at_home",650
"883","Toronto","Non-Official & Non-Aboriginal languages","Estonian","most_at_work",50
"884","Toronto","Non-Official & Non-Aboriginal languages","Estonian","lang_known",2995
"885","Calgary","Non-Official & Non-Aboriginal languages","Estonian","mother_tongue",95
"886","Calgary","Non-Official & Non-Aboriginal languages","Estonian","most_at_home",15
"887","Calgary","Non-Official & Non-Aboriginal languages","Estonian","most_at_work",0
"888","Calgary","Non-Official & Non-Aboriginal languages","Estonian","lang_known",110
"889","Edmonton","Non-Official & Non-Aboriginal languages","Estonian","mother_tongue",45
"890","Edmonton","Non-Official & Non-Aboriginal languages","Estonian","most_at_home",5
"891","Edmonton","Non-Official & Non-Aboriginal languages","Estonian","most_at_work",0
"892","Edmonton","Non-Official & Non-Aboriginal languages","Estonian","lang_known",40
"893","Vancouver","Non-Official & Non-Aboriginal languages","Estonian","mother_tongue",455
"894","Vancouver","Non-Official & Non-Aboriginal languages","Estonian","most_at_home",75
"895","Vancouver","Non-Official & Non-Aboriginal languages","Estonian","most_at_work",0
"896","Vancouver","Non-Official & Non-Aboriginal languages","Estonian","lang_known",495
"897","Toronto","Non-Official & Non-Aboriginal languages","Ewe","mother_tongue",370
"898","Toronto","Non-Official & Non-Aboriginal languages","Ewe","most_at_home",95
"899","Toronto","Non-Official & Non-Aboriginal languages","Ewe","most_at_work",0
"900","Toronto","Non-Official & Non-Aboriginal languages","Ewe","lang_known",515
"901","Calgary","Non-Official & Non-Aboriginal languages","Ewe","mother_tongue",60
"902","Calgary","Non-Official & Non-Aboriginal languages","Ewe","most_at_home",15
"903","Calgary","Non-Official & Non-Aboriginal languages","Ewe","most_at_work",0
"904","Calgary","Non-Official & Non-Aboriginal languages","Ewe","lang_known",75
"905","Edmonton","Non-Official & Non-Aboriginal languages","Ewe","mother_tongue",125
"906","Edmonton","Non-Official & Non-Aboriginal languages","Ewe","most_at_home",40
"907","Edmonton","Non-Official & Non-Aboriginal languages","Ewe","most_at_work",0
"908","Edmonton","Non-Official & Non-Aboriginal languages","Ewe","lang_known",160
"909","Vancouver","Non-Official & Non-Aboriginal languages","Ewe","mother_tongue",60
"910","Vancouver","Non-Official & Non-Aboriginal languages","Ewe","most_at_home",15
"911","Vancouver","Non-Official & Non-Aboriginal languages","Ewe","most_at_work",0
"912","Vancouver","Non-Official & Non-Aboriginal languages","Ewe","lang_known",115
"913","Toronto","Non-Official & Non-Aboriginal languages","Fijian","mother_tongue",55
"914","Toronto","Non-Official & Non-Aboriginal languages","Fijian","most_at_home",10
"915","Toronto","Non-Official & Non-Aboriginal languages","Fijian","most_at_work",0
"916","Toronto","Non-Official & Non-Aboriginal languages","Fijian","lang_known",50
"917","Calgary","Non-Official & Non-Aboriginal languages","Fijian","mother_tongue",45
"918","Calgary","Non-Official & Non-Aboriginal languages","Fijian","most_at_home",20
"919","Calgary","Non-Official & Non-Aboriginal languages","Fijian","most_at_work",0
"920","Calgary","Non-Official & Non-Aboriginal languages","Fijian","lang_known",140
"921","Edmonton","Non-Official & Non-Aboriginal languages","Fijian","mother_tongue",55
"922","Edmonton","Non-Official & Non-Aboriginal languages","Fijian","most_at_home",25
"923","Edmonton","Non-Official & Non-Aboriginal languages","Fijian","most_at_work",0
"924","Edmonton","Non-Official & Non-Aboriginal languages","Fijian","lang_known",145
"925","Vancouver","Non-Official & Non-Aboriginal languages","Fijian","mother_tongue",390
"926","Vancouver","Non-Official & Non-Aboriginal languages","Fijian","most_at_home",100
"927","Vancouver","Non-Official & Non-Aboriginal languages","Fijian","most_at_work",0
